date,code,name,open,high,low,close,volume,value
2026-04-13,GOOGL,GOOGL,317.135,321.63,315.47,321.31,18866424,6061970695.44
2026-04-13,META,META,629.5,635,624.4,634.53,9538931,6052737887.429999
2026-04-13,MSFT,MSFT,373.605,384.54,371.02,384.37,35745781,13739605842.97
2026-04-13,MU,MU,416.47,426.88,408.5,426.56,37015799,15789459221.44
2026-04-13,NVDA,NVDA,186.03,189.66,185.74,189.31,133648180,25300936955.8
2026-04-13,PLTR,PLTR,130.23,134.42,129.15,132.37,65772822,8706348448.14
2026-04-13,TSLA,TSLA,350.065,356.35,348.57,352.42,53617477,18895871244.34
2026-04-14,AMD,AMD,249.79,255.46,245.7,255.07,25733227,6563774210.889999
2026-04-14,AMZN,AMZN,241.78,252.18,241.78,249.02,72685026,18100025174.52
2026-04-14,AVGO,AVGO,377.9,382.28,376.32,380.78,24423034,9299802886.519999
2026-04-14,GOOGL,GOOGL,324.785,333.29,323.75,332.91,27721351,9228714961.41
2026-04-14,META,META,643.22,666.26,639.371,662.49,17817956,11804217670.44
2026-04-14,MSFT,MSFT,387.915,394.69,386.52,393.11,37504486,14743388491.460001
2026-04-14,MU,MU,434.35,465.78,424.86,465.66,52534896,24463399671.36
2026-04-14,NVDA,NVDA,190.84,196.51,190.77,196.51,161307010,31698440535.1
2026-04-14,PLTR,PLTR,134.427,138.07,134,135.7,52786834,7163173373.799999
2026-04-14,TSLA,TSLA,357.67,367.63,354.77,364.2,59979607,21844572869.399998
2026-04-15,AMD,AMD,254.96,258.18,251.85,258.12,24695184,6374320894.08
2026-04-15,AMZN,AMZN,249.25,250.44,247.2,248.5,43045160,10696722260.0
2026-04-15,AVGO,AVGO,389.88,397.08,385.57,396.72,29559299,11726765099.28
2026-04-15,GOOGL,GOOGL,332.89,337.48,330.9,337.12,24918842,8400640015.04
2026-04-15,META,META,667,678.5,664.22,671.58,14952577,10041851661.66
2026-04-15,MSFT,MSFT,398,414.37,396.73,411.22,45063389,18530966824.58
2026-04-15,MU,MU,457.625,463.95,439.32,456.23,40370110,18418055285.3
2026-04-15,NVDA,NVDA,196.54,200.4,195.74,198.87,185338388,36858245221.56
2026-04-15,PLTR,PLTR,136.79,142.58,134.93,142.15,48389446,6878559748.900001
2026-04-15,TSLA,TSLA,366.83,394.65,362.5,391.95,113810355,44607968642.25
2026-04-16,AMD,AMD,264.99,279.34,261.51,278.26,64850772,18045375816.72
2026-04-16,AMZN,AMZN,248.51,250,244.2,249.7,41895711,10461359036.699999
